,sentiment,text
6363,0,@AnhHoang  Where? Here? *Hugs*
6364,1,"Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick. "
6365,0,@jaredleto Was I right about your shirt? I didn't understand your 'lol' about it! 
6366,1,Who could ever not choose Fuzzball over Opera Unite  http://fuzz-ball.com/twitter
6367,0,Oy Vey!  
6368,0, I like the emo boy in hollyoaks /sad
6369,0,@polaroidcamera get back on msn. i didnt get to say hi 
6370,1,@JennysMyName We are going to make this happen. 
6371,1,@gomelissago Hang in there! Hopefully you'll hear good news soon! 
6372,1,@cheekybadda it really is! 
6373,0,grrrr! the verdict is in.. there is no bakers at the biltmore  metro it is :/
6374,1,"http://snipr.com/jei41 Anna &amp; her brother Albert posing for a photo while free-falling from 12,500 feet high... "
6375,1,@carguev Top event of the night was when K. Stew dropping her popcorn. LOL! 
6376,1,"@orbitaldiamonds Rio de Janeiro  No worries, I just wanted to make sure I figured in your map DD"
6377,0,@WCRSaenz Not feeling well  today is Nikki sick day.
6378,1,@Treagus Off to Cornwall for a friends birthday 
6379,1,Good Monday Morning to our Twitter folks! Thanks for following me &amp; the FuseBox Radio/BlackRadioIsBack.com vibe - much appreciated! 
6380,1,"last dayya' finaaaals so happy, easy ones "
6381,0,"@wwwicked I think I have tried everything but feel free to try to crack it, I am at a loss "
6382,0,@RickBrown1    Sounds like we probably won't have a chance to get together...worth a shot though. I hope you don't get rained out on Sat
6383,1,@gfalcone601 http://www.twitpic.com/7h324 seee what I made the lads today! It's &quot;McFly&quot; in shells  hihi. Xx
6384,0,@oxallyxo65 im really sorry about that!  be strong.
6385,0,@alancostello very much so but its borked 
6386,1,@MarikaRae i think 4 the mo im gonna play it safe with back 2 black until i can be bothered to change it.. it ruined the mood lol 
6387,0,oh god oil wasn't a good idea - i'm now burnt! 
6388,1,@ladyofsalzburg On a Saturday? Wow! Go you. 
6389,1,@gnomeangel It would! 
6390,0,@judez_xo wooo haha and how'd she get kicked out?! for how long? 
6391,0,696 words? Wooo. Now I want to sleep 
6392,0,"@kitpatlecter also, why the hell are we up? we were chatting online not but 6 hours ago. i was woken after 3 hours sleep "
6393,0,"Sound off, los angeles ninnies. Another one at 5.0  Everybody ok? Nothing broken?"
6394,0,ITS JUST TOO MUCH RIGHT NOW. I NEED TIME TOO MYSELF. AND IM JUST TIRED OF ALL THIS. 
6395,0,@JizBSB i miss youuu! 
6396,0,@Daphne38 Just after high school my hair went past my shoulders stayed that way until last year. My sister cuts it now and won't allow it 
6397,1,@Andrewgoldstein haha I'm a pro at dominoes  challenge? It's a Fun game though
6398,1,@Impala_Guy HaHaHa thatï¿½s right - donï¿½t know how they learn that but they do it PERFECTLY 
6399,1,@DWO34 what a great party!!!! 
6400,0,@GlowMore and the clearnce stuff are boring 
6401,1,"Thank You @mileycyrus .. I Was Kinda Upset &amp; Angry And From You Writing Quotes, I Decided To Look Them Up And They Cheered Me Up  xoxo"
6402,1,"@jodabone CANCEL CANCEL CANCEL, your couch will thank you for it "
6403,1,@amypalko - planning a nice relaxing day off 
6404,0,@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks. 
6405,1,"@BryanRicard oh god, no! lol goals, icetime, #, his team, past teams, the kind of player he is..those stats "
6406,1,@4everequine Morning! Thanks!  I've got Friesan Fire to win w/ General Quarters as my dark horse win. Either one and I'll be happy. 
6407,1,@FirstGentleman WOW the HARD TRAIL!!!  I'm happy you guys made it thru!  Gumbians really r champs 
6408,0,@stepheneyre  Drink lots of orange juice!
6409,0,Why don't people keep promises from three years ago? It doesn't matter how long ago it was. I was counting on it. 
6410,1,Hehehe @billyraycyrus just said sweet niblets! 
6411,1,"http://twitpic.com/6gc1b - someday, I'll meet him... "
6412,0,@handandface  LAME. We all need to hang out together soon.  My birthday a week tomorrow. We need to do something fun.
6413,0,"Trying really hard to get my iPhone's sim reader tray thing to work again!  I'm pushing things in it, and moving things around!!"
6414,0,@BlazingLily  it is EXTREMELY sad.  i'm jealous!!!
6415,1,"My scanner arrived  I just realised there's a B&amp;W film I finished in Glasgow still in my bag, too! "
6416,1,@FoxWhisperer hi there! how are u tonite? commuting into LAS won't be the prob- outbound flts would def be FULL!!! need to get motivated! 
6417,0,@chelibasa WHERE ARE YOUUUU. we seriously surrender now.  talo na talo na.
6418,1,@FluffyTheCat Your only thought is &quot;Meow&quot;...not &quot;World Domination&quot;?! Hope you don't meet MY cat then! 
6419,1,"@ruskie818 Marbella, south Spain. For few days, need a break from London "
6420,1," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
6421,1,@ciaobella6 NO my son is here but he crashed..  He thinks me crazy anyway.. 
6422,0,"Consensus, there is ALOT of emotion tied up in this song for fans; go read Ocean Up .. Niley 4eva  @JonasBrothers @mileycyrus"
6423,0,you are so cute 
6424,1,@theDebbyRyan hey debBy..  
6425,1,@WriteOnCreative Still learning cigars or just kind of grab whatever looks good? 
6426,1,"@omegared.  Ur a LUCKY fellow!!! .   Ok, I've 2 much 2 drink!!! "
6427,1,@jesssicababesss okay thankyou ill fast forward to that bit 
6428,1,bout to leave for tgp. pretty psyched 
6429,1,@Irish_Siobhan yes you do 
6430,1,"(@stubarker) @Abletonvids note to self, read all unread tweets b4 replying.  mac vac = Soundflower, now installing   http://bit.ly/uWS8S"
6431,0,@citycynic The few times I dealt with it..Mets fans were outnumbered. It wasn't pleasant. 
6432,1,@asj519 I found you  Why don't I ever see you anymore?!
6433,0,@kdaly100 Went to a wedding there and the hotel is amazing.  Didn't have time for the spa 
6434,1,I checked my friendster few minutes ago out of boredem 
6435,1,@Jae878 aha thanks Jae 
6436,0,"even though much better is bashing my favourite person ever, @taylorswift13 i cant help but love it. sorry "
6437,1,@onlyfor7dollar Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
6438,0,@Butter95 yesss  please say you came to free me from this misery
6439,0,OH BUMMER. My 30STM yearbook is(OMFG FIIIIINALLY) going to come to me and I wont be here to get it.  FML.
6440,0,@MajesticFlame He thinks it is some sort of nasty spyware or something 
6441,0,Sooo tired. Definitely not wanting to run errands today. 
6442,1,@19fischi75 http://twitpic.com/6orc8 - ha ha ha - thats brilliant - LMAO! 
6443,1,@Trevor284 Thanks 
6444,1,@ewaninbelfast Morning! Enjoy yoiur day off 
6445,1,@OCluver93 You're welcome 
6446,0,watching the simpsons because know one wants to hang with me 
6447,0,@saarahe it happens to me as well! don't feel bad  haha
6448,0,@SinisterTony You spelled my name wrong. 
6449,1,Might actually get to Stowe Pool in a mo 
6450,0,"@Zesylene I will Z, it doesn't happen very often around, unfortunately I'm too tired 2night to enjoy it "
6451,1,"@alexbadrick did you know sun creams dont actually go past factor 38 or something , any higher number is just a marketing ploy "
6452,0,@enterbelladonna do you guys gagg and catch a spasm on the show ? i missed it 
6453,1,Goodnight everyone  xx
6454,1,"@Jayman888 good, was well and truly sorted by lunch - Egg N Bacon, Coffee, fruit juice, walk, train ride, kids - "
6455,1,@JenLee_GS thats whats up !!! def nxt wk!  the music was awesome too! @Dj_infared killed it! 
6456,1,http://bit.ly/BgaD1   hey visit Aria wallace --Mandy of iCarly on her fan page... Gabby webmaster!.. 
6457,0,@rainbowbtrfly @SantaBarbaraNo1 aww man I miss Gina. There's 3 of us we need her to be our number 4 LOL. We're not complete without her 
6458,1,Twanx  you very much!  @HALIXGUILLEN
6459,1,"@billingtonart Well,I'm hoping to have a news report along a similar vein...'tell it as it is in a positive way' channel. Thoughts? "
6460,1,@mo5150 You Go Girl! Congratulations!! 
6461,0,Last.fm's not working. 
6462,1,"@kenistyles ahhhh you legend, cheers! i'll give you some lessons sometime  we can get a load of girls together and have  a play!"
6463,0,@stefimarie go to tmobileeeeee tomorrow.   or throw it. bahah
6464,1,@RockingtheRobin Sad but so funny at the same time. It's the same thing that convinces them that Playmates really dig them. 
6465,1,Is now a happy girl from reading the spoiler 
6466,0,Saints website not working atm :@. going orthodentist tomorow :'(! looks like its soup for dinner then as it hurts to much to eat 
6467,1,"@sweetmade well i'd clean but everyone's asleep - my dog sheds like a crazy dog! ugh..luckily work is done with, i can relax 2nite "
6468,0,its too warm to sleep 
6469,0,@AspaPhoto I notice esp tonight with a consumer Canon display of colors is NOT what I see on my laptop. Disappointing  You have spoiled me
6470,0,@Katchin05 LOLOLOL haha that sux to LOOK like u got all types of STDS dangsggg 
6471,0,"@fudgecrumpet It's not just Twitter...Facebook is really dull, too! "
6472,0,"@In4merz ok thanks, i didnt win "
6473,1,@TiaSparkles Bowen Island in July? 
6474,0,"@maudini Bbz surely you can guess my suggestion. You'd need a new machine, though "
6475,0,ryan seacrest couldn't be here... he's sick 
6476,1,@infamous_franki because i know a lot of females like that ok boo u got your head on straight 
6477,0,how come opera 10 is not with qt4  oh well anyway trying my luck again... go #squarespace ! iphone giveaway!!
6478,1,@charmania: FollowFriday is a blind 'shout out' recommending ppl U like to follow.  Try http://twendz.com and srch 4 followfriday! 
6479,1,my ancestor invented the toilet. how cool is that? ahaha. you're welcome america! 
6480,0,@joshsharp put it on YouTube. I wanna  view it but only have my phone 
6481,1,"@shumarani sure  just got home. For a lazy bum, photo walks are good exercise"
6482,0,@backpedalling @katherinekenny Recently bought everything by them on iTunes. Well worth it. Playing Electric Picnic but I'm not going 
6483,0,got a sore stomach 
6484,1,@donnbh I would love to think the walnut cheesecake is healthy *lol* maybe just the walnut 
6485,1,@mackenziesmomma That would work 
6486,0,"@DamnKashka well me, I think I'm going back to bry. I can't still get over w/ him. Though he makes me sooo sad. "
6487,0,I have @lastfm on my mobile but dont know how to make it work. cry 
6488,1,http://bit.ly/Fa605  also love this one 
6489,0,"@justlikeanovel Yeah, I've got nothing I haven't seen already. "
6490,1,@TraceyHewins shiny shiny shiny shiny TwitterTakeover lol 
6491,0,I want to go back to bed. Yup. That sounds like a good idea. Too bad I can't.  
6492,1,"@nadim No, but I listen a lot "
6493,0,"WOW! My font just got huge. Anyone else's? Do that have anything to do with those dolls? Ahhhh, spooking own self now. "
6494,1,@yeshenia sounds like a good idea 
6495,1,so i am a huge retard   #kitchenZUULcoffee
6496,1,@iLoveNickJ4LIFE how older than you is she? 
6497,1,"@lionl Please do!  I'm gonna try, too. Yay!"
6498,1,@mizricci It has been tomorrow here for almost 3 hours . LOL Had fun with you two though 
6499,0,@brittany_monet i only get half an hour too  what time works best for you?
6500,1,@samjmoody what the weather like where u are...its still hot here  xx
6501,0,@t_time24 still aint following me 
6502,0,@Stefni127 hey lovely. What's with the  face????????
6503,0,@petereckel i am totally jealous!!! i want a new bed 
6504,0,Rain rain and more rain! I cannie believe that in 3 sleeps I'll be back on that plane 
6505,0,I have never been so cold in my life 
6506,0,@mattpro13 Matt doesn't talk to me 
6507,1,"@Jason_R_Miller because I be buying up all the tickets, saw it for a third time last night! "
6508,1,@Tsoul4ull Thanks. Well idk. My country isn't available. I added U on YouTube. 
6509,0,"almost out of beli hai  no more smoking for me after this, thank you."
6510,1,"@salmansqadeer I had no idea that I was on that list until @MariamFaquida told me, I'm honored and thank you "
6511,1,Excited to watch Gossip Girl later! 
6512,0,Mom's kind of mad at me for not going with her to get siomai :| Well I think. Sorry mom 
6513,0,"@jordanknight Oh how sweet, you are thinking of @RetroRewind cuz Dave is sick  That is SO sweet of you!"
6514,0,tooo early. im running late. 
6515,1,@mtrh busy with relatives  Manchester aunt
6516,1,"Off to the land on nod with ï¿½ber doober painkillers  so ready for tomorrow, i'm really looking forward to it "
6517,0,@theDeanoRama I wish I had 
6518,1,@tinkermom Shit! I need to eat before I go!!! Thanks for the reminder! 
6519,1,@shanajaca nightttt  sleep well xxx
6520,0,@lexusperplexus sadly it seems the Crumpler Daily series has been discontinued! 
6521,1,"@kingboola oh no...never, lol you know my rants "
6522,1,Gotta leave twitter for a while. i have to go do my hair then i get to go buy JB's new cd woohoo  talk to yall later xD &lt;3
6523,0,"@mads_s I wish I could've gone and said hello too, but my drivers are AWOL and I can't drive "
6524,1,@1Paisley I redesign it my friend 
6525,1,@Kyo0tdemon Wow. They are spoiled. K is cranky from her nap. B is in a good mood thank heavens. My dog gets his tail pulled a lot. 
6526,1,@MissMileysFan1 Good and glad you're fine 
6527,0,I only have like 4 oreos left 
6528,1,"@Lish95 Aww, bye. But Im pretty positive you will find wifi in NYC  lol."
6529,1,Nearly the end of year 8 ! Nearly in year 9 
6530,0,Pissed  cuz this scar on my neck when I burned my dayum neck is big as HELL! Gotta go to the hood &amp; find a coco butter stick!
6531,0,@berkscub no sorry twitter sucks balls since the replys change  #fixreplies
6532,0,my twitter is stuck!!!!!!  sigh... http://twurl.nl/hhsuo0
6533,0,@timidheathen You are? Gutted  I notice you haven't specified which 5...
6534,1,@claymotley:: i almost puked this morning but that was cuz i'm not a morning person. 
6535,1,http://twitpic.com/4wah5 - haha that's right 
6536,1,ah! JONAS opening credits. wow 
6537,1,@vp2008 Same here  Now lets tweet like theres no Tommorrow!!!!
6538,0,But I suck making one. 
6539,0,@StewartKris Kristen! Please follow me.  I really really want to communicate with you! PLS PLS PLS. IM BEGGING!!!! I LOVE YOU! (
6540,0,"@chyeahitsalicia Dude, MTE!  I'm a sad panda."
6541,1,@CHRIS_Daughtry So yes...@979WNCI is playing NS more and more!! Thanks @979WNCI &amp; @joeboxershow!!! 
6542,1,@bagcraze Thanks a lot ya say 
6543,0,On the bus heading into work on this very sunny day 
6544,1,@TwistedMacSista Shut up...and good night.  *smooches*
6545,1,@rikerjoe LOL not too much.  but it is all worth it! How have you been??
6546,1,@aprilpain Thanks  Now if I could just get the guts to thank the guys for what they've done for me LOL
6547,1,"@zelciia i wanted to watch mindless, no need to think movies like terminator la. "
6548,0,@MasterAwesome sun aids? what? the sun it makes me feel a litlle ill i get really bad migranes  i dont think its going away though
6549,1,you are like a gentle breeze that has blown through my life  â« http://blip.fm/~7s61t
6550,0,@jstevens428 you haven't? :o I'll write you a new one! Stupid mail 
6551,0,@danielvoyager im annoyed as well dan  seems like a captain is going down with there ship 
6552,1,@Tongsquare I forgot. Thanks!  K now I'm gonna sleep... Lol
6553,1,"Thank you, God... Thank you, friends... Thank you all... Feeling much much better now "
6554,1,Jimmy Eat World's initials are JEW....new favorite band 
6555,1,"@hrtofthematter I do...oh wait, you said ladies...hmmm...well, I can pretend to be one "
6556,0,far out ! craving gummi bears..to be exact .. red gummi bears  !
6557,1,@suicidalcatz your welcome  I was hoping that it didn't come across as like hey fix it but just as a its not working... #andyhurleyday
6558,1,@robector http://twitpic.com/69s02 - Awwww @gyrl81 you look beautiful 
6559,0,"I'm already tired and I still have to close at work, then go home and pack. "
6560,0,"Oh, so NOW it decides to post "
6561,1,"@jerrynugroho hahah! yes. my black hair, chubby cheek, and (soon to be) slimmer body is a perfect combination. kmu jg semangat lho, ko! "
6562,1,@rapping_fa t'was fun hangin'...hope you made it where you wanted to be tonite 
6563,0,&quot;@Jordanyup&quot;have you the e-mail from Miley ???? I want to write with her but I cant 
6564,1,@VixenJodi Oh you are way up there! &gt;LOL No wonder it feels like snow. 
6565,0,@IrishJonasFan it hates me too  bitch of a thing:L:L
6566,1,@prepchik07 yay  how many other people are there?? ;) :p lol x
6567,1,"@johnreppion is not! it's @mrtonylee's fault, for not pimping you out to all 1000 of his followers. "
6568,0,"beta testing an app [not telling]...interface is beautiful, but I will have to mess with it more later. Am tired "
6569,1,"@Lucy_nessa it is! haha. aaaaaaaah. i'm gonna put my pic of me and her in too, and ask her to sign it  ashhhhh &lt;3 we need an ash pic! "
6570,0,Right ear is being such a bitch! Fuck! 
6571,1,@andyclemmensen http://twitpic.com/6is32 - awww you lucky boys to have a handy man like bradie. once again spiderman saves the day 
6572,0,@shermaineee ME TOO  !! ugh but no choice. I had my fair share of afternoon classes and squeezing into peak hour trains. H8 H8 H8
6573,1,watching the photos of yesterday...great pictures 
6574,1,@cleaninggirl but she clearly didnt get the metaphoric part of the oh so innocent question 
6575,1,58 followers  but somehow i dont think there following me for what im saying ha
6576,0,@Fuzzy2230 yea true true  awwwwwww joey!!! LOL anyways am off dad wants to use the net  byee
6577,0,Takin' a study break to grab lunch w/zee momma at my favorite veggie place!  I wish they had 'em out in LA! 
6578,0,@rehes What's wrong 
6579,1,@msalonen ha ha! that's actually very flattering  cheers!
6580,0,@cessii i dont think ive seen that episode 
6581,0,I want a job I enjoy 
6582,0,@don_k_won this is what i get for taking a late nap 
6583,0,@nmhrbrtsn omg  who are you going with?
6584,1,"@amys_bus_ticket I think I will, peace comes after you lay your loved once to rest "
6585,1,@John_Schneider missing you on twitter but enjoying your tv movie 
6586,1,"got over 1,000 updates on twitter "
6587,1,@pato_30stm ;) I'm watching some 30STM's photos..  you?
6588,0,@hairaddict_72 what!!!? there's a code now? i preordered  where is our jenn to fix this mess!
6589,1,@LizDanforth @GamerTraveler But some stuff is too involved for the 140 character discussions here. 
6590,0,@LMFAOWUT OMG! I am so out of shape. I ran probably like 300 feet. AND I FEEL BAD. Haha. I hate having asthma and being out of shape. 
6591,1,"@Crubalo Good morning. It the sun comes out I have to garden. If not, I get to vegetate  How about you/"
6592,1,"@lilyroseallen heyy, your albums awesome. london is hot today!! ready.. the sun is in the sky... lol  xoxo"
6593,0,@jessikatze You just want to look after them all. Some people who haven't had kids and say they don't want them just don't understand 
6594,1,@Cari_tx thanks for the retweet. you're the best! i worked on that poll for two days  took forever!
6595,0,GOODNIGHT TWITTER UNIVERSE!! hope the boys dont tweet while im gone  byee xo
6596,0,@OfficialRandL when is the announcement? i stayed up late last night 
6597,1,@crysbreezy I'm gonna try this time  hi lovely!
6598,0,@missy_gee What about me! I Dont get any mail? 
6599,1,@baragal I think i'm falling in love with you!!  xxx #iloveyou
6600,0,I am not sleepy yet! 
6601,1,@KeithBurtis  sorry u cant sleep...... and where did ur  profile pic go? i keep missin ur tweets! 
6602,0,@heatherezell You too?! I had a horrible one both yesterday and today. 
6603,0,wants to see Sam loadsss :@ 
6604,0,"I wish BMW wouldn't play chicken in these qualifying sessions, it doesn't do me any good "
6605,0,a late night creep twitter session is when ur sneaking ur twits frm someone who is near because u dont want em thinkin ur addicted 2 it 
6606,1,@mileycyrus miley ur amazing i am such a huge fan it would be a dream come true if u replied 
6607,1,@NiagraFallz ALWAYS THE UNDERCOVER....  LMFAOO JK
6608,0,"@nadineynuisance i see , lol , poor you  .. i also deleted my cookies ... i 'm not sure if it helped   , but it worked after a while"
6609,0,@MCRsavedMilife whyd you leave? 
6610,0,Plus i can feel my sty coming back 
6611,0,@_rachelx sozzzle rach for signing out of msn it went wierd and now it wont let me back on 
6612,1,"@DaccForce Just kidding.  But... don't be too sad, okay? :/ *huggles*"
6613,1,"@loretin really good, thanks for asking  visited a friend today to celebrate her little girl's B-Day "
6614,0,"@judez_xo pfft it's a great venue, they shouldn't close it down  awekay who r u going 2 see?"
6615,1,@barbtheaussie hehehe .i think you have wait for the comp to finish before you can vote   which will be tomorrow night  thanks!!! hugs
6616,0,@verwon not unless you want me to leave the loft 
6617,1,@soopertrev LOL!!! I heart you and your awesomely creative ideas! 
6618,1,"@srharris19 That's why I always had an affinity for The Question and The Shadow. Those guys wear suits and ties, man. "
6619,1,"@CatatonicCat @fionaflaherty ok cool I'm in, do I just twitter lies about how much I've lost each week "
6620,1,@sofdlovesbsb Thanks  yeah he is good at making me laugh!
6621,0,I love #Fifa09 but I just get bored too quickly on any game.. I wish I could play it for hours on end 
6622,0,@rusty519 I think the spouse is going to kill my beach day 
6623,1,@Rina_spn me neither. Haha. Don't tell! 
6624,0,@RumRunnner why do you wanna yack??  
6625,0,Fuck...my eyes are like piss holes in the snow 
6626,1,"@commonsense4  Yes, you could be included. "
6627,1,@JasonBradbury Heck! Some people eh?! Hope you have had a good day &amp; fun on your alive board! 
6628,0,@AdrianKNeal Hey how bout them Lakerz  .....lol
6629,0,some of my strawberries were squashed 
6630,1,"@saragarth Lol, no way! I didn't even realise it was Photoshopped. "
6631,0,http://twitpic.com/6ta53 Well there's the headband I forgot  my outfit is compleeeeeteeee!!
6632,0,"I went to bebe, arden b, macys bcbg, nordstroms, and cavalli left empty handed..  no dress up pursebuzz for imats this time "
6633,1,Lol yes ok! Sounds good to me!  x x x x
6634,1,"The benefit of bringing your own lunch-save money,no need to go out and you get to hogged the computer  for tweeting..haha "
6635,1,@DonnieWahlberg @jordanknight @JonathanRKnight @dannywood @joeymcintyre we are here come get us they won't let us in. .  Brooke  
6636,0,FML is blocked by the McDonald's wifi. Wtf. I just want to laugh at people. 
6637,1,@JodyneL awesome you'll love it!!  also you'll be saying 'oh whats occurin' all the time now..I warned you.
6638,1,@JonathanRKnight Good night  Sweet dreams
6639,0,I'm wishing someone in particular was here right now!.... 
6640,1,"@HelenWraight You are strange, so no surprises there "
6641,1,"It would be a shame to stop @mccmarianne You have a real talent there, but you have to enjoy! Love &amp; light! "
6642,0,Yea CirOc is crazy  @isrealdeep
6643,0,@disillusioned_ I desperately want to play KH:CoM.  But nowhere sells GBA games any more.  Le sigh.  I may find it on eBay if I can.
6644,1,Alright...time to get off my posterior and go take a nice relaxing shower.  Then breakfast 
6645,1,"@jjblue5 @Chrissyisms @clearskies Thank you, thank you, thank you! "
6646,1,So im in my car bumping guess who. And you kno DRAKE!   [AyshiakiAyana]
6647,1,@PrinceIPackamil oh well my sister brought it from her job for me 
6648,0,@jamieharrington Your chat won't let guests type.  I gotta go anyway. Spend some time with Mr. Ginger. Tell everyone I said bye! xoxo
6649,1,@officiallmiley i love demi she made this the best day ever for me 
6650,1,@neitokun Yeah..now..it kinda delays my tweets..hmm..maybe need to change service provider  
6651,1,"@orangeflowers He he, those cunning Swedes are taking over the world with those Ikea meatballs. I ate 15 of them!  ?"
6652,1,@randomus_r An apple a day keeps the virus away ;)  Get a mac 
6653,0,@staceyBEAR 
6654,1,@Steelz4ever depends what info u need babe 
6655,0,@vanitysnob sarafina is too much sometimes. but i love the songs.  
6656,1,@Ingenue_Em I'm glad your sis is OK. 
6657,1,@treaclelove Ate  Do You mind If You add Me At Skype? 
6658,1,@jeremylattimore You're welcome. 
6659,1,@eggboxrobin  understandable. I just wondered whether I should be tagging his post or reporting him to the RSPCA!
6660,1,@tonfue god toni i always miss u when ur on!!!  haha lol
6661,1,sun and rain now - but no sign of the rainbow - i need that pot of gold! 
6662,1,"There's a 1,000 you's... there's only 1 of me... "
6663,1,Recommended! http://www.fatmanandcircuitgirl.com/ 
6664,1,"@mjg89 hey!  ah fair enough. It's 7:30 am over here, all the tweeps in the UK are asleep.. apart from me. LOL."
6665,1,@GlendaWH Well it's wonderfully accessible to screen readers. 
6666,0,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy? 
6667,0,"Ugh. Called the cable company. There's an outage in our area... No phone, cable, or internet. "
6668,1,Voiced TWO radio ads this morning! Yay! I think I'm well and truly back in the saddle 
6669,1,so fucking exciting!!!! 
6670,1,On my way back from College Station with Steph. Went to the Falling Whistles MOVE event and got to see my sis! Both awesome! 
6671,0,"@Mamashea04 oh okay thanks, that's a bummer "
6672,1,off to the hospital  i am totally textable ;)
6673,0,Morcheeba ï¿½ Slow Down - soon time to leave  so a final few tracks from me ? http://blip.fm/~7bekz
6674,0,"Looks like it's gonna downpour any second....of course it is, so I can trek in the rain on the commute home!  Soggy, I'm always soggy "
6675,1,"@popculturezoo The Sixth doctor was judged to not have anymore regens, and yet.. thus he may have another 5 regens to go. aka 18 regens "
6676,1,In bed on a sunday night @ 8:30 what a loser  decided to read all nat magazines tonight. May take all night. Ily new idea april 25.
6677,1,@Noufah you r most welcome.. dont be a stranger now.. 
6678,0,@CSI_PrintChick it is so sad that i cant find it  nope not in my radio here at work either..
6679,0,"@beezaf oh man, that really sucks for you "
6680,1,@paulcronin I'm not! Lmao  xx
6681,0,"is in skwl now, and i dont really wanna study.. i saw him --&gt; J***I and makes me feel down.. "
6682,1,"@Silverlines - I think, it's okay being a narcissist once awhile.. we human being sometimes need that "
6683,0,@NeSsIe_Cullen10 i cried too...bella. so sad 
6684,0,"Lol @rohitp is in a &quot;Vaaranam Aiyram&quot; type situation in a Train right now, apparently. Sad thing is, both sets of parents are there too "
6685,0,ls struggling to get a little boy to bed why is it this hard  Dam lego has alot to answer to. I hope my big boy does well tonight xxxxx
6686,1,is my new picture better than the old one ??? I don't know it.. 
6687,0,@lipZs0juicy u left ya wallet  I'm stealing ya bank card hahahahaha INNYyyyyy
6688,1,"Had a day in Windsor. Went up a street by the name of Frances Road. Wow, I have a street named after me. "
6689,0,@OhMyBlogItsJoey sweet action! @boogdog uhm...i dont think so unfortunately  i may just take the lead and do it! ;)
6690,0,"@skanwar what do you mean? I thought we had a good time, I guess not.  but invite is open for drinks around luminato festivities with us!"
6691,1,@ebassman That's awesome~ Make the best of what you got 
6692,0,@VVbrown i know...i had such HOPES for Terminator Salvation...but the reviews are all either bad or merely mediocre! 
6693,1,@dnomyarleyva no! why?! Oh I don't even have u as a friend on myspace.Cuz u keep deleting it like a lame.but I still have ur girl friend 
6694,0,"I still can't think of a new googlemail man, they're all taken  any suggestions?"
6695,1,@intelamber  hahah yeah keeps me busy 
6696,0,@rakeycullen I am lost. Please help me find a good home. 
6697,1,There will also be menudo 
6698,1,new pic on my deviantart  http://bit.ly/4vW30h
6699,0,@Flyestoncampus U chose not to b my Hubby nemore! 
6700,0,@spunklvr you want me to die!? 
6701,0,@SkyJonas  ur mean to me... And I will talk to joe about it! Ha
6702,1,@peleamelika Wyatt:name i heard and liked Haplo: Character from one of my favourite books series. The Death Gate Cycle 
6703,1,"@riddletm Never trust a SatNav! Yeah, we were really lucky. Haha. I'll upload the vids from your set in the next couple of days "
6704,0,I don't want to go to work 
6705,0,stupid SRP is restricting my reading ability as it is such a time consuming monster. 
6706,0,@senriquez url is not working 
6707,1,@linrose good morning 
6708,0,@ShirleyMcLaugh Only in my dreams   Laters xx
6709,0,Waiting for hubby to get home!  missed him alot today 
6710,1,OMG @britneyspears is &quot;Following&quot; me!!! 
6711,0,@greenstarcoop I am lost. Please help me find a good home. 
6712,1,@nuttychris Here's a suggestion for  your website 'Fried Cookies in the Morning' 
6713,0,such a nice dinner ruined by such a crappy dessert  blah.
6714,0,"@mymemoirs and i have nearly finished reading everything- before=15tabs, now=2tabs  it might be a sign to go to bed"
6715,1,@littleluigi hahs nice.  i thin there is too many sex scenes though :\
6716,0,@jordanknight That link still ain't working .... 
6717,1,Having Barbecue soon  Yummy!!!!! X
6718,1,@noellex3 loveee @mitchelmusso in that movie. Hes superrr cute 
6719,0,wish the stupid paps would give Rob a break 
6720,0,@nileylovestory are u not talking to me anymore? 
6721,1,@empirebmx: http://bit.ly/7xaLq  ï¿½ 10 minutes in the show. 
6722,1,im tired........... just back from school lol 
6723,1,"Now watching Sisterhood of Travelling Pants 2(: Yes, something not scary "
6724,1,@ElementsOfJazz Add another L in the Hello! 
6725,1,@pfellas Shame ;) Seriously though...Thank you! 
6726,1,@shaunarawrr_x polar bears 
6727,1,"@ddlovato AJ RAFAEL (AWESOME MUSICIAN, FAMOUS ON YOUTUBE) COVERED YOUR SONG, DON'T FORGET. PLEASE WATCH IT  IT'S GOOD! http://bit.ly/vFWAs"
6728,0,My elephants are still wet 
6729,1,@showerguys Must confess that I'm ridiculously excited by it too - not even the rain has dampened my mood 
6730,1,"@superniicole How was your first day, bb? "
6731,1,@oOogabriela lol chyma got a cool ring to it tho.. Lol its prolly cuz ur furiously pedaling! Lol getcha bike on girl 
6732,0,@witenike @bytor2112 The only person who dedicates songs to me is @Vic773 and he's not here right now. 
6733,1,"@zandria1 &lt;--Follow #followfriday - my daily tweeps  @jmbuckingham, @Shrewd_Boy, @thefrontloader, @digipug Thanks "
6734,0,@Mr_Marty lol - that makes me feel wanted! 
